participant,scriptDate,trialNo,blockType,task,fixationFrames,postFixationFrames,targetFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc,creditsEarned,letternumber,trials,switchProportion,switches,switch,question,colourCue,correctAnswer,correctKey
118,2018_06_27,1,practice,shiftingLetterNumber,30,,60,10.69532299041748,11.814976930618286,5.61276292801,1,,,,1.0,,,1,0,0,n8,25,0.5,12,0,face,blue,male,2
118,2018_06_27,2,practice,shiftingLetterNumber,30,,60,12.799839973449707,13.883267879486084,,1,,1,0.966120958328,3.0,15.0,,2,1,1,g9,25,0.5,12,0,face,blue,female,1
118,2018_06_27,3,practice,shiftingLetterNumber,30,,60,16.867743015289307,17.951222896575928,,1,,3,0.884571075439,6.0,16.0,,3,0,0,o1,25,0.5,12,1,house,white,old,4
118,2018_06_27,4,practice,shiftingLetterNumber,30,,60,23.936072826385498,25.019492864608765,,1,,,,1.0,,,4,0,0,p8,25,0.5,12,0,house,white,new,3
118,2018_06_27,5,practice,shiftingLetterNumber,30,,60,26.004345893859863,27.08771586418152,,1,,2,0.582382202148,5.0,15.0,,5,1,1,o2,25,0.5,12,1,face,blue,male,2
118,2018_06_27,6,practice,shiftingLetterNumber,30,,60,32.072566986083984,33.155921936035156,,1,,4,0.56894493103,2.0,16.0,,6,0,0,f8,25,0.5,12,1,house,white,new,3
118,2018_06_27,7,practice,shiftingLetterNumber,30,,60,35.140570878982544,36.22395086288452,,1,,4,0.950720071793,5.0,16.0,,7,0,0,m7,25,0.5,12,0,house,white,new,3
118,2018_06_27,8,practice,shiftingLetterNumber,30,,60,41.208767890930176,42.29213786125183,,1,,,,2.0,,,8,0,0,g1,25,0.5,12,1,face,blue,female,1
118,2018_06_27,9,practice,shiftingLetterNumber,30,,60,44.27684998512268,45.36025595664978,,1,,2,0.701552867889,5.0,15.0,,9,1,1,n8,25,0.5,12,0,face,blue,male,2
118,2018_06_27,10,practice,shiftingLetterNumber,30,,60,50.34526085853577,51.42866396903992,,1,,3,0.849426031113,5.0,15.0,,10,1,1,g7,25,0.5,12,1,house,white,new,3
118,2018_06_27,11,practice,shiftingLetterNumber,30,,60,56.413551807403564,57.49691700935364,,1,,3,0.673147916794,6.0,15.0,,11,1,1,i6,25,0.5,12,0,house,white,new,3
118,2018_06_27,12,practice,shiftingLetterNumber,30,,60,63.481781005859375,64.56516981124878,,1,,1,0.598943948746,2.0,15.0,,12,1,1,h6,25,0.5,12,1,face,blue,female,1
118,2018_06_27,13,practice,shiftingLetterNumber,30,,60,66.54999089241028,67.63336181640625,,1,,3,0.882811069489,2.0,16.0,,13,0,0,n1,25,0.5,12,1,house,white,old,4
118,2018_06_27,14,practice,shiftingLetterNumber,30,,60,69.61826086044312,70.70166492462158,,1,,3,0.938878059387,1.0,16.0,,14,0,0,o2,25,0.5,12,0,house,white,old,4
118,2018_06_27,15,practice,shiftingLetterNumber,30,,60,71.68654704093933,72.76997303962708,,1,,4,0.70016002655,1.0,16.0,,15,0,0,f6,25,0.5,12,0,house,white,new,3
118,2018_06_27,16,practice,shiftingLetterNumber,30,,60,73.75480890274048,74.83822798728943,,1,,,,3.0,,,16,0,0,f7,25,0.5,12,1,face,blue,female,1
118,2018_06_27,17,practice,shiftingLetterNumber,30,,60,77.82306098937988,78.90645790100098,,1,,,,6.0,,,17,0,0,i2,25,0.5,12,1,house,white,old,4
118,2018_06_27,18,practice,shiftingLetterNumber,30,,60,84.89044880867004,85.9739978313446,,1,,4,0.967261075974,4.0,16.0,,18,0,0,h9,25,0.5,12,0,house,white,new,3
118,2018_06_27,19,practice,shiftingLetterNumber,30,,60,89.95883584022522,91.04219484329224,,1,,3,0.540601968765,3.0,16.0,,19,0,0,f8,25,0.5,12,1,face,blue,female,1
118,2018_06_27,20,practice,shiftingLetterNumber,30,,60,94.02707386016846,95.11048698425293,,1,,,,2.0,,,20,0,0,n1,25,0.5,12,0,face,blue,male,2
118,2018_06_27,21,practice,shiftingLetterNumber,30,,60,97.09432482719421,98.17769694328308,,1,,3,0.515640974045,1.0,16.0,,21,0,0,p6,25,0.5,12,0,face,blue,male,2
118,2018_06_27,22,practice,shiftingLetterNumber,30,,60,99.16250991821289,100.24592185020447,,1,,,,4.0,,,22,0,0,n8,25,0.5,12,0,face,blue,male,2
118,2018_06_27,23,practice,shiftingLetterNumber,30,,60,104.23077583312988,105.31420588493347,,1,,4,0.804888010025,4.0,15.0,,23,1,1,p1,25,0.5,12,1,house,white,old,4
118,2018_06_27,24,practice,shiftingLetterNumber,30,,60,109.29905080795288,110.38242197036743,,1,,3,0.948491096497,6.0,16.0,,24,0,0,o1,25,0.5,12,0,house,white,old,4
118,2018_06_27,25,practice,shiftingLetterNumber,30,,60,116.36727499961853,117.45063996315002,,1,,1,0.916329860687,1.0,15.0,,25,1,1,i1,25,0.5,12,1,face,blue,female,1
