participant,scriptDate,trialNo,blockType,task,fixationFrames,postFixationFrames,targetFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc,creditsEarned,letternumber,trials,switchProportion,switches,switch,question,colourCue,correctAnswer,correctKey
142,2018_06_27,1,practice,shiftingLetterNumber,30,,60,3.289000988006592,4.42682409286499,1.32539892197,1,,,,5.0,,,1,0,0,m3,25,0.5,12,0,house,blue,old,4
142,2018_06_27,2,practice,shiftingLetterNumber,30,,60,9.41060209274292,10.494003057479858,,1,,2,0.739283084869,2.0,15.0,,2,1,1,p9,25,0.5,12,1,face,white,male,2
142,2018_06_27,3,practice,shiftingLetterNumber,30,,60,12.478199005126953,13.561630010604858,,1,,1,0.621011972427,2.0,15.0,,3,1,1,h9,25,0.5,12,0,face,white,female,1
142,2018_06_27,4,practice,shiftingLetterNumber,30,,60,15.546300888061523,16.629772901535034,,1,,2,0.716420173645,2.0,15.0,,4,1,1,n2,25,0.5,12,0,face,white,male,2
142,2018_06_27,5,practice,shiftingLetterNumber,30,,60,18.614641904830933,19.69807004928589,,1,,1,0.657019138336,1.0,15.0,,5,1,1,h8,25,0.5,12,0,face,white,female,1
142,2018_06_27,6,practice,shiftingLetterNumber,30,,60,20.682982921600342,21.76644992828369,,1,,,,6.0,,,6,0,0,o3,25,0.5,12,1,house,blue,old,4
142,2018_06_27,7,practice,shiftingLetterNumber,30,,60,27.751373052597046,28.834846019744873,,1,,3,0.838778018951,4.0,15.0,,7,1,1,m9,25,0.5,12,0,house,blue,new,3
142,2018_06_27,8,practice,shiftingLetterNumber,30,,60,32.81880307197571,33.902185916900635,,1,,4,0.818039894104,2.0,16.0,,8,0,0,i9,25,0.5,12,0,house,blue,new,3
142,2018_06_27,9,practice,shiftingLetterNumber,30,,60,35.88701009750366,36.970375061035156,,1,,1,0.954951047897,4.0,15.0,,9,1,1,i7,25,0.5,12,1,face,white,female,1
142,2018_06_27,10,practice,shiftingLetterNumber,30,,60,40.9541130065918,42.03748798370361,,1,,,,2.0,,,10,0,0,p7,25,0.5,12,0,face,white,male,2
142,2018_06_27,11,practice,shiftingLetterNumber,30,,60,44.021321058273315,45.1046929359436,,1,,,,3.0,,,11,0,0,n2,25,0.5,12,1,house,blue,old,4
142,2018_06_27,12,practice,shiftingLetterNumber,30,,60,48.08852291107178,49.17194390296936,,1,,3,0.687047958374,4.0,15.0,,12,1,1,i6,25,0.5,12,0,house,blue,new,3
142,2018_06_27,13,practice,shiftingLetterNumber,30,,60,53.15679597854614,54.24023699760437,,1,,1,0.770354986191,6.0,15.0,,13,1,1,f6,25,0.5,12,1,face,white,female,1
142,2018_06_27,14,practice,shiftingLetterNumber,30,,60,60.22476291656494,61.30820393562317,,1,,,,6.0,,,14,0,0,f1,25,0.5,12,1,house,blue,old,4
142,2018_06_27,15,practice,shiftingLetterNumber,30,,60,67.29290008544922,68.37627601623535,,1,,4,0.922325849533,6.0,15.0,,15,1,1,g4,25,0.5,12,0,house,blue,old,4
142,2018_06_27,16,practice,shiftingLetterNumber,30,,60,74.36005091667175,75.44343709945679,,1,,2,0.804111003876,5.0,15.0,,16,1,1,m8,25,0.5,12,1,face,white,male,2
142,2018_06_27,17,practice,shiftingLetterNumber,30,,60,80.42830610275269,81.51170802116394,,1,,1,0.7008061409,5.0,15.0,,17,1,1,h3,25,0.5,12,0,face,white,female,1
142,2018_06_27,18,practice,shiftingLetterNumber,30,,60,86.49656009674072,87.58000206947327,,1,,3,0.971435070038,1.0,15.0,,18,1,1,m6,25,0.5,12,1,house,blue,new,3
142,2018_06_27,19,practice,shiftingLetterNumber,30,,60,88.56478309631348,89.64822196960449,,1,,4,0.839059114456,5.0,15.0,,19,1,1,h4,25,0.5,12,0,house,blue,old,4
142,2018_06_27,20,practice,shiftingLetterNumber,30,,60,94.6319088935852,95.71531701087952,,1,,4,0.890609025955,3.0,15.0,,20,1,1,p4,25,0.5,12,0,house,blue,old,4
142,2018_06_27,21,practice,shiftingLetterNumber,30,,60,98.7001678943634,99.78360795974731,,1,,3,0.705783843994,5.0,15.0,,21,1,1,f8,25,0.5,12,0,house,blue,new,3
142,2018_06_27,22,practice,shiftingLetterNumber,30,,60,104.76841688156128,105.8519458770752,,1,,,,2.0,,,22,0,0,m7,25,0.5,12,1,face,white,male,2
142,2018_06_27,23,practice,shiftingLetterNumber,30,,60,107.83682799339294,108.92024898529053,,1,,3,0.935168027878,4.0,15.0,,23,1,1,m8,25,0.5,12,1,house,blue,new,3
142,2018_06_27,24,practice,shiftingLetterNumber,30,,60,112.90501403808594,113.98843789100647,,1,,1,0.939550876617,4.0,15.0,,24,1,1,i2,25,0.5,12,1,face,white,female,1
142,2018_06_27,25,practice,shiftingLetterNumber,30,,60,117.97230195999146,119.05571007728577,,1,,4,0.688683986664,5.0,15.0,,25,1,1,p2,25,0.5,12,1,house,blue,old,4
