participant,scriptDate,trialNo,blockType,task,fixationFrames,postFixationFrames,targetFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc,creditsEarned,letternumber,trials,switchProportion,switches,switch,question,colourCue,correctAnswer,correctKey
999,2018_06_27,1,practice,shiftingLetterNumber,30,,60,0.9732279777526855,2.1742069721221924,0.937863826752,1,,2,0.822736978531,4.0,15.0,,1,1,1,m4,25,0.5,12,0,face,blue,male,2
999,2018_06_27,2,practice,shiftingLetterNumber,30,,60,6.1579577922821045,7.241338014602661,,1,,1,0.818161010742,4.0,16.0,,2,0,0,n4,25,0.5,12,1,house,white,old,3
999,2018_06_27,3,practice,shiftingLetterNumber,30,,60,11.226166009902954,12.309525966644287,,1,,3,0.920717954636,6.0,16.0,,3,0,0,m9,25,0.5,12,0,house,white,new,4
999,2018_06_27,4,practice,shiftingLetterNumber,30,,60,18.294221878051758,19.377651929855347,,1,,1,0.916702985764,5.0,15.0,,4,1,1,g2,25,0.5,12,1,face,blue,female,1
999,2018_06_27,5,practice,shiftingLetterNumber,30,,60,24.361801862716675,25.44520092010498,,1,,4,0.684177160263,5.0,16.0,,5,0,0,m2,25,0.5,12,1,house,white,old,3
999,2018_06_27,6,practice,shiftingLetterNumber,30,,60,30.430033922195435,31.513455867767334,,1,,3,0.605412960052,4.0,15.0,,6,1,1,g3,25,0.5,12,0,house,white,old,3
999,2018_06_27,7,practice,shiftingLetterNumber,30,,60,35.4971809387207,36.5805869102478,,1,,,,3.0,,,7,0,0,n4,25,0.5,12,1,face,blue,male,2
999,2018_06_27,8,practice,shiftingLetterNumber,30,,60,39.56425881385803,40.647671937942505,,1,,1,0.720284938812,1.0,15.0,,8,1,1,f7,25,0.5,12,0,face,blue,female,1
999,2018_06_27,9,practice,shiftingLetterNumber,30,,60,41.63235783576965,42.715736865997314,,1,,4,0.95604801178,5.0,15.0,,9,1,1,g9,25,0.5,12,1,house,white,new,4
999,2018_06_27,10,practice,shiftingLetterNumber,30,,60,47.69963192939758,48.782981872558594,,1,,3,0.737324953079,4.0,15.0,,10,1,1,p2,25,0.5,12,0,house,white,old,3
999,2018_06_27,11,practice,shiftingLetterNumber,30,,60,52.76688599586487,53.85035586357117,,1,,3,0.766416788101,2.0,16.0,,11,0,0,i7,25,0.5,12,0,house,white,new,4
999,2018_06_27,12,practice,shiftingLetterNumber,30,,60,55.83417987823486,56.91753888130188,,1,,4,0.636637926102,2.0,15.0,,12,1,1,o9,25,0.5,12,0,house,white,new,4
999,2018_06_27,13,practice,shiftingLetterNumber,30,,60,58.90145683288574,59.98483991622925,,1,,,,5.0,,,13,0,0,o9,25,0.5,12,1,face,blue,male,2
999,2018_06_27,14,practice,shiftingLetterNumber,30,,60,64.96960091590881,66.05302000045776,,1,,4,0.764307975769,3.0,15.0,,14,1,1,n6,25,0.5,12,1,house,white,new,4
999,2018_06_27,15,practice,shiftingLetterNumber,30,,60,69.03783178329468,70.12128281593323,,1,,1,0.969785928726,3.0,15.0,,15,1,1,f4,25,0.5,12,1,face,blue,female,1
999,2018_06_27,16,practice,shiftingLetterNumber,30,,60,73.10542392730713,74.1888279914856,,1,,4,0.787891149521,1.0,15.0,,16,1,1,p8,25,0.5,12,1,house,white,new,4
999,2018_06_27,17,practice,shiftingLetterNumber,30,,60,75.17338180541992,76.25682997703552,,1,,3,0.919651031494,2.0,15.0,,17,1,1,f3,25,0.5,12,0,house,white,old,3
999,2018_06_27,18,practice,shiftingLetterNumber,30,,60,78.24075078964233,79.32415580749512,,1,,3,0.7547519207,3.0,15.0,,18,1,1,g2,25,0.5,12,0,house,white,old,3
999,2018_06_27,19,practice,shiftingLetterNumber,30,,60,82.3090238571167,83.39237999916077,,1,,,,6.0,,,19,0,0,n7,25,0.5,12,1,face,blue,male,2
999,2018_06_27,20,practice,shiftingLetterNumber,30,,60,89.37604999542236,90.45942378044128,,1,,,,2.0,,,20,0,0,p8,25,0.5,12,0,face,blue,male,2
999,2018_06_27,21,practice,shiftingLetterNumber,30,,60,92.44360995292664,93.52702379226685,,1,,1,0.721890926361,1.0,15.0,,21,1,1,h8,25,0.5,12,0,face,blue,female,1
999,2018_06_27,22,practice,shiftingLetterNumber,30,,60,94.51179385185242,95.59519696235657,,1,,3,0.836445808411,3.0,15.0,,22,1,1,n1,25,0.5,12,1,house,white,old,3
999,2018_06_27,23,practice,shiftingLetterNumber,30,,60,98.5793068408966,99.66275882720947,,1,,,,4.0,,,23,0,0,i9,25,0.5,12,1,face,blue,female,1
999,2018_06_27,24,practice,shiftingLetterNumber,30,,60,103.64648199081421,104.72983884811401,,1,,1,0.779800891876,3.0,15.0,,24,1,1,g9,25,0.5,12,0,face,blue,female,1
999,2018_06_27,25,practice,shiftingLetterNumber,30,,60,107.71456289291382,108.79797983169556,,1,,1,0.837605953217,5.0,16.0,,25,0,0,m7,25,0.5,12,0,face,blue,male,2
