participant,scriptDate,trialNo,blockType,task,fixationFrames,postFixationFrames,targetFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc,creditsEarned,letternumber,trials,switchProportion,switches,switch,question,colourCue,correctAnswer,correctKey
999,2018_06_27,1,practice,shiftingLetterNumber,30,,60,7.554108142852783,8.65558910369873,3.15490818024,1,,1,0.715878009796,5.0,15.0,,1,1,1,m2,25,0.5,12,0,face,blue,male,1
999,2018_06_27,2,practice,shiftingLetterNumber,30,,60,13.640282154083252,14.723717212677002,,1,,1,0.436080932617,6.0,15.0,,2,1,1,n6,25,0.5,12,0,face,blue,male,1
999,2018_06_27,3,practice,shiftingLetterNumber,30,,60,20.708572149276733,21.79193902015686,,1,,3,0.633373975754,2.0,16.0,,3,0,0,o4,25,0.5,12,1,house,white,old,4
999,2018_06_27,4,practice,shiftingLetterNumber,30,,60,23.775723218917847,24.85907816886902,,1,,4,0.453053951263,5.0,16.0,,4,0,0,m9,25,0.5,12,0,house,white,new,3
999,2018_06_27,5,practice,shiftingLetterNumber,30,,60,29.8439621925354,30.927349090576172,,1,,1,0.948271989822,3.0,15.0,,5,1,1,p4,25,0.5,12,1,face,blue,male,1
999,2018_06_27,6,practice,shiftingLetterNumber,30,,60,33.91222810745239,34.9955940246582,,1,,3,0.653257846832,6.0,16.0,,6,0,0,n4,25,0.5,12,1,house,white,old,4
999,2018_06_27,7,practice,shiftingLetterNumber,30,,60,40.98027205467224,42.06366014480591,,1,,4,0.803948879242,1.0,16.0,,7,0,0,g7,25,0.5,12,1,face,blue,female,2
999,2018_06_27,8,practice,shiftingLetterNumber,30,,60,43.04835820198059,44.13173818588257,,1,,1,0.820994853973,4.0,15.0,,8,1,1,o3,25,0.5,12,0,face,blue,male,1
999,2018_06_27,9,practice,shiftingLetterNumber,30,,60,48.116645097732544,49.20007109642029,,1,,3,0.870989084244,3.0,15.0,,9,1,1,p9,25,0.5,12,1,house,white,new,3
999,2018_06_27,10,practice,shiftingLetterNumber,30,,60,52.18493103981018,53.26829218864441,,1,,3,0.770925998688,1.0,15.0,,10,1,1,h7,25,0.5,12,0,house,white,new,3
999,2018_06_27,11,practice,shiftingLetterNumber,30,,60,54.252636194229126,55.33606219291687,,1,,1,0.599611997604,4.0,15.0,,11,1,1,m9,25,0.5,12,1,face,blue,male,1
999,2018_06_27,12,practice,shiftingLetterNumber,30,,60,59.32092499732971,60.404309034347534,,1,,1,0.600733041763,1.0,15.0,,12,1,1,n2,25,0.5,12,0,face,blue,male,1
999,2018_06_27,13,practice,shiftingLetterNumber,30,,60,61.38916206359863,62.47251915931702,,1,,2,0.603003978729,2.0,15.0,,13,1,1,i1,25,0.5,12,0,face,blue,female,2
999,2018_06_27,14,practice,shiftingLetterNumber,30,,60,64.45732021331787,65.54070210456848,,1,,1,0.582551002502,5.0,15.0,,14,1,1,o4,25,0.5,12,0,face,blue,male,1
999,2018_06_27,15,practice,shiftingLetterNumber,30,,60,70.52555012702942,71.60893702507019,,1,,1,0.579964876175,2.0,15.0,,15,1,1,o3,25,0.5,12,0,face,blue,male,1
999,2018_06_27,16,practice,shiftingLetterNumber,30,,60,73.59362506866455,74.6770122051239,,1,,2,0.869006872177,5.0,15.0,,16,1,1,h9,25,0.5,12,0,face,blue,female,2
999,2018_06_27,17,practice,shiftingLetterNumber,30,,60,79.66186618804932,80.74526500701904,,1,,1,0.498781204224,5.0,16.0,,17,0,0,i1,25,0.5,12,0,face,blue,female,2
999,2018_06_27,18,practice,shiftingLetterNumber,30,,60,85.72893500328064,86.81232213973999,,1,,,,1.0,,,18,0,0,i2,25,0.5,12,1,house,white,old,4
999,2018_06_27,19,practice,shiftingLetterNumber,30,,60,87.79712104797363,88.88054919242859,,1,,,,3.0,,,19,0,0,o6,25,0.5,12,1,face,blue,male,1
999,2018_06_27,20,practice,shiftingLetterNumber,30,,60,91.86545515060425,92.94883012771606,,1,,1,0.58589220047,5.0,15.0,,20,1,1,m8,25,0.5,12,0,face,blue,male,1
999,2018_06_27,21,practice,shiftingLetterNumber,30,,60,97.93365621566772,99.01702404022217,,1,,3,0.872298002243,2.0,16.0,,21,0,0,g1,25,0.5,12,1,house,white,old,4
999,2018_06_27,22,practice,shiftingLetterNumber,30,,60,101.00187611579895,102.08528709411621,,1,,1,0.939522981644,1.0,16.0,,22,0,0,g8,25,0.5,12,1,face,blue,female,2
999,2018_06_27,23,practice,shiftingLetterNumber,30,,60,103.07015705108643,104.15354514122009,,1,,4,0.71451997757,3.0,16.0,,23,0,0,p7,25,0.5,12,1,house,white,new,3
999,2018_06_27,24,practice,shiftingLetterNumber,30,,60,107.13837718963623,108.22181010246277,,1,,3,0.684400081635,3.0,16.0,,24,0,0,m2,25,0.5,12,0,house,white,old,4
999,2018_06_27,25,practice,shiftingLetterNumber,30,,60,111.20642900466919,112.28987503051758,,1,,2,0.803498983383,3.0,15.0,,25,1,1,i9,25,0.5,12,1,face,blue,female,2
